filename,ground_truth,prediction,confidences
ADNI_052_S_0989_MR_Axial_PD_T2_FSE__br_raw_20120629123030418_91_S155985_I313446.nii.gz,PD,PD,73.54;26.46
ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20070427101834239_1_S30929_I51652.nii.gz,PD,PD,70.46;29.54
ADNI_037_S_0627_MR_FSE_PD_T2__br_raw_20060707133952559_1_S16311_I18217.nii.gz,PD,PD,86.06;13.94
ADNI_009_S_4741_MR_MPRAGE_br_raw_20121016110224596_65_S170966_I340266.nii.gz,T1,T1,3.79;96.21
ADNI_027_S_1082_MR_Axial_PD_T2_FSE__br_raw_20071205092401182_1_S43333_I84143.nii.gz,PD,PD,79.15;20.85
ADNI_116_S_4195_MR_MPRAGE_br_raw_20130909124011588_40_S199962_I388747.nii.gz,T1,T1,3.02;96.98
ADNI_031_S_4194_MR_MPRAGE_br_raw_20130909132441859_46_S199919_I388691.nii.gz,T1,T1,11.96;88.04
ADNI_094_S_1417_MR_Axial__STRAIGHT__PD_T2_FSE_br_raw_20070716154519890_1_S35041_I60173.nii.gz,PD,PD,75.69;24.31
ADNI_016_S_0769_MR_MPRAGE_br_raw_20070828133454927_98_S38593_I70745.nii.gz,T1,T1,2.37;97.63
ADNI_094_S_1015_MR_Axial__STRAIGHT__PD_T2_FSE_br_raw_20070525113556053_1_S32638_I55204.nii.gz,PD,PD,75.90;24.10
ADNI_136_S_0579_MR_Axial_PD_T2_FSE__br_raw_20070110084231079_1_S24876_I35683.nii.gz,PD,PD,74.85;25.15
ADNI_098_S_0269_MR_Axial_PD_T2_FSE__br_raw_20070416162728640_1_S29777_I49265.nii.gz,PD,PD,75.77;24.23
ADNI_035_S_4114_MR_MPRAGE_br_raw_20160826112041595_1_S494136_I769854.nii.gz,T1,T1,5.43;94.57
ADNI_116_S_4625_MR_MPRAGE_br_raw_20130404142108923_112_S185947_I365505.nii.gz,T1,T1,5.29;94.71
ADNI_053_S_0919_MR_Axial_PD_T2_FSE__br_raw_20091103155056453_1_S75834_I158221.nii.gz,PD,PD,79.14;20.86
ADNI_135_S_5269_MR_MPRAGE_br_raw_20130726163709209_1_S196646_I382724.nii.gz,T1,T1,4.98;95.02
ADNI_136_S_0429_MR_Axial_PD_T2_FSE__br_raw_20071218090250963_1_S43995_I85271.nii.gz,PD,PD,68.83;31.17
ADNI_031_S_2233_MR_MPRAGE_br_raw_20110309143414480_37_S101331_I223352.nii.gz,T1,T1,17.60;82.40
ADNI_031_S_0351_MR_FSE_PD_T2__br_raw_20080422114039161_1_S49088_I103447.nii.gz,PD,PD,93.16;6.84
ADNI_013_S_2324_MR_MPRAGE_br_raw_20120521102417497_148_S151091_I305410.nii.gz,T1,T1,18.80;81.20
ADNI_136_S_0579_MR_Axial_PD_T2_FSE__br_raw_20080121155143019_1_S44766_I87954.nii.gz,PD,PD,75.11;24.89
ADNI_037_S_0627_MR_FSE_PD_T2__br_raw_20070904145457732_95_S38782_I71223.nii.gz,PD,PD,85.99;14.01
ADNI_041_S_4143_MR_MPRAGE_br_raw_20120223163954941_156_S141630_I286332.nii.gz,T1,T1,4.36;95.64
ADNI_022_S_2263_MR_MPRAGE_br_raw_20110427091055614_132_S105274_I229155.nii.gz,T1,T1,3.86;96.14
ADNI_126_S_0606_MR_Axial_PD_T2_FSE__br_raw_20140715135053656_21_S225098_I435640.nii.gz,PD,PD,67.55;32.45
ADNI_123_S_2363_MR_MPRAGE_br_raw_20110803200812984_22_S117345_I248569.nii.gz,T1,T1,4.81;95.19
ADNI_136_S_0874_MR_Axial_PD_T2_FSE__br_raw_20090506154752795_1_S67105_I143281.nii.gz,PD,PD,70.10;29.90
ADNI_123_S_4806_MR_MPRAGE_br_raw_20120924104804418_137_S168513_I336476.nii.gz,T1,T1,3.79;96.21
ADNI_020_S_1288_MR_MPRAGE_br_raw_20080321215719035_98_S47346_I99327.nii.gz,T1,T1,3.66;96.34
ADNI_002_S_0816_MR_Axial_PD_T2_FSE__br_raw_20060831015915155_1_S18408_I23603.nii.gz,PD,PD,53.33;46.67
ADNI_035_S_4114_MR_MPRAGE_br_raw_20120127181302450_44_S138765_I281162.nii.gz,T1,T1,4.67;95.33
ADNI_041_S_1412_MR_MPRAGE_br_raw_20070626110738546_126_S34022_I57763.nii.gz,T1,T1,16.46;83.54
ADNI_130_S_0289_MR_Axial_PD_T2_FSE__br_raw_20061006133414430_47_S19820_I25897.nii.gz,PD,PD,85.64;14.36
ADNI_037_S_4381_MR_MPRAGE_br_raw_20120810134948089_113_S160526_I323138.nii.gz,T1,T1,6.75;93.25
ADNI_094_S_1330_MR_Axial_STRAIGHT_PD_T2_FSE_br_raw_20080401121240233_1_S47765_I100019.nii.gz,PD,PD,62.02;37.98
ADNI_041_S_1412_MR_MPRAGE_br_raw_20080729142019200_97_S54204_I114461.nii.gz,T1,T1,10.67;89.33
ADNI_021_S_0753_MR_Axial_PD_T2_FSE__br_20060804134836684_79_S17578_I20166.nii.gz,PD,PD,94.57;5.43
ADNI_036_S_4715_MR_MPRAGE_br_raw_20120510083254746_63_S149765_I302655.nii.gz,T1,T1,9.50;90.50
ADNI_127_S_0754_MR_Axial_PD_T2_FSE__br_raw_20081007110227798_1_S57020_I119423.nii.gz,PD,PD,68.14;31.86
ADNI_053_S_0507_MR_MPRAGE_br_raw_20090520145007828_86_S67529_I144297.nii.gz,T1,T1,7.16;92.84
ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_raw_20071005130533370_77_S41006_I76865.nii.gz,PD,PD,95.79;4.21
ADNI_035_S_2074_MR_MPRAGE_br_raw_20110621115348005_18_S112173_I241086.nii.gz,T1,T1,3.12;96.88
ADNI_033_S_0513_MR_Axial_PD_T2_FSE__br_raw_20071129163358372_1_S43163_I83761.nii.gz,PD,PD,77.31;22.69
ADNI_136_S_0107_MR_Axial_PD_T2_FSE__br_raw_20070227160038734_1_S27177_I41725.nii.gz,PD,PD,65.85;34.15
ADNI_033_S_0513_MR_Axial_PD_T2_FSE__br_raw_20060518142856047_1_S14672_I15621.nii.gz,PD,PD,76.37;23.63
ADNI_018_S_2133_MR_MPRAGE_br_raw_20110323105016148_123_S102174_I224638.nii.gz,T1,T1,21.37;78.63
ADNI_072_S_4465_MR_MPRAGE_br_raw_20120820144900330_171_S161681_I324980.nii.gz,T1,T1,5.49;94.51
ADNI_036_S_4715_MR_MPRAGE_br_raw_20120703143458972_101_S156499_I314185.nii.gz,T1,T1,8.94;91.06
ADNI_068_S_2187_MR_MPRAGE_br_raw_20121214120746696_101_S177672_I351554.nii.gz,T1,T1,4.77;95.23
ADNI_094_S_1164_MR_Axial__STRAIGHT__PD_T2_FSE_br_raw_20070703130146279_1_S34365_I58422.nii.gz,PD,PD,66.85;33.15
ADNI_131_S_0691_MR_Axial_PD_T2_FSE__br_raw_20060726142436752_1_S17265_I19657.nii.gz,PD,T1,48.97;51.03
ADNI_123_S_2363_MR_MPRAGE_br_raw_20140501140843797_88_S217564_I423250.nii.gz,T1,T1,5.35;94.65
ADNI_006_S_4960_MR_MPRAGE_br_raw_20121009153309571_118_S170218_I339124.nii.gz,T1,T1,16.19;83.81
ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20120710085624999_55_S157055_I315600.nii.gz,PD,PD,69.92;30.08
ADNI_013_S_4268_MR_MPRAGE_br_raw_20120130155232051_9_S138911_I281507.nii.gz,T1,T1,13.89;86.11
ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_raw_20061006163416913_55_S19836_I25928.nii.gz,PD,PD,96.03;3.97
ADNI_053_S_0919_MR_Axial_PD_T2_FSE__br_raw_20081106115326828_1_S58398_I125396.nii.gz,PD,PD,81.22;18.78
ADNI_037_S_0327_MR_FSE_PD_T2__br_raw_20060419133030043_1_S13471_I13799.nii.gz,PD,PD,94.80;5.20
ADNI_137_S_0669_MR_Axial_PD_T2_FSE__br_raw_20090817122220067_1_S72474_I153244.nii.gz,PD,PD,95.32;4.68
ADNI_116_S_4195_MR_MPRAGE_br_raw_20111209224904843_90_S132574_I271074.nii.gz,T1,T1,2.98;97.02
ADNI_099_S_4480_MR_MPRAGE_br_raw_20120524072732558_61_S151485_I306249.nii.gz,T1,T1,6.58;93.42
ADNI_067_S_4184_MR_MPRAGE_br_raw_20120323114718137_36_S144601_I292453.nii.gz,T1,T1,5.73;94.27
ADNI_130_S_0460_MR_Axial_PD_T2_FSE__br_raw_20060519112753212_1_S14724_I15710.nii.gz,PD,PD,80.36;19.64
ADNI_137_S_0994_MR_MPRAGE_br_raw_20131203102521090_7_S206934_I399834.nii.gz,T1,T1,7.70;92.30
ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20091221135424659_17_S77448_I161306.nii.gz,PD,PD,71.43;28.57
ADNI_116_S_0834_MR_FSE_PD_T2__br_raw_20061002115817687_3_S19569_I25469.nii.gz,PD,PD,90.84;9.16
ADNI_002_S_1155_MR_Axial_PD_T2_FSE__br_raw_20100107182818082_1_S78069_I162748.nii.gz,PD,PD,81.05;18.95
ADNI_035_S_4256_MR_MPRAGE_br_raw_20120329125109533_127_S133408_I272337.nii.gz,T1,T1,5.29;94.71
ADNI_002_S_1155_MR_MPRAGE_br_raw_20121227104653698_45_S178671_I352951.nii.gz,T1,T1,10.31;89.69
ADNI_023_S_1104_MR_MPRAGE_br_raw_20061205154154703_85_S23433_I31765.nii.gz,T1,T1,6.24;93.76
ADNI_067_S_4310_MR_MPRAGE_br_raw_20121116121457901_52_S174810_I346957.nii.gz,T1,T1,10.59;89.41
ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20071016100149554_109_S41526_I77848.nii.gz,PD,PD,67.86;32.14
ADNI_128_S_4745_MR_MPRAGE_br_raw_20121105140727127_5_S173295_I343980.nii.gz,T1,T1,6.78;93.22
ADNI_136_S_0874_MR_Axial_PD_T2_FSE__br_raw_20071120074608992_1_S42870_I82812.nii.gz,PD,PD,65.85;34.15
ADNI_011_S_4235_MR_MPRAGE_br_raw_20120412145620911_129_S147089_I297208.nii.gz,T1,T1,2.81;97.19
ADNI_053_S_0621_MR_Axial_PD_T2_FSE__br_raw_20070709085808750_1_S34520_I58750.nii.gz,PD,PD,71.20;28.80
ADNI_130_S_0449_MR_Axial_PD_T2_FSE__br_raw_20061108155616714_25_S22249_I29163.nii.gz,PD,PD,72.43;27.57
ADNI_016_S_0769_MR_MPRAGE_br_raw_20060906101723494_98_S18541_I23823.nii.gz,T1,T1,2.66;97.34
ADNI_067_S_0029_MR_MPRAGE_br_raw_20051014123058512_23_S9904_I8022.nii.gz,T1,T1,12.72;87.28
ADNI_006_S_4960_MR_MPRAGE_br_raw_20130507152033334_34_S188811_I371401.nii.gz,T1,T1,18.29;81.71
ADNI_009_S_4741_MR_MPRAGE_br_raw_20120614105346910_172_S153990_I310556.nii.gz,T1,T1,3.67;96.33
ADNI_137_S_0994_MR_Axial_PD_T2_FSE__br_raw_20070606084927650_95_S33055_I56053.nii.gz,PD,PD,88.96;11.04
ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20071004094048628_1_S40953_I76776.nii.gz,PD,PD,73.78;26.22
ADNI_141_S_1378_MR_MPRAGE_br_raw_20080428152640208_98_S49400_I104130.nii.gz,T1,T1,12.68;87.32
ADNI_031_S_2233_MR_MPRAGE_br_raw_20101216170208621_162_S96673_I208975.nii.gz,T1,T1,17.42;82.58
ADNI_137_S_4623_MR_MPRAGE_br_raw_20140509083759509_144_S218195_I424164.nii.gz,T1,T1,10.61;89.39
ADNI_123_S_2363_MR_MPRAGE_br_raw_20120522172804393_105_S149062_I301642.nii.gz,T1,T1,5.48;94.52
ADNI_035_S_2074_MR_MPRAGE_br_raw_20111130103701943_109_S131335_I269243.nii.gz,T1,T1,3.17;96.83
ADNI_005_S_0602_MR_Axial_PD_T2_FSE__br_raw_20060629121536573_1_S15964_I17679.nii.gz,PD,PD,83.41;16.59
ADNI_136_S_0429_MR_Axial_PD_T2_FSE__br_raw_20061219111059851_1_S24230_I33682.nii.gz,PD,PD,70.50;29.50
ADNI_035_S_4256_MR_MPRAGE_br_raw_20130122140313546_31_S180633_I355745.nii.gz,T1,T1,5.99;94.01
ADNI_128_S_4571_MR_MPRAGE_br_raw_20121119131624302_65_S175024_I347246.nii.gz,T1,T1,5.13;94.87
ADNI_053_S_0919_MR_Axial_PD_T2_FSE__br_raw_20080603120709562_1_S50925_I108195.nii.gz,PD,PD,79.25;20.75
ADNI_016_S_1121_MR_MPRAGE_br_raw_20061211091902960_148_S23743_I32472.nii.gz,T1,T1,12.20;87.80
ADNI_135_S_4954_MR_MPRAGE_br_raw_20131015120025431_117_S203852_I394452.nii.gz,T1,T1,4.38;95.62
ADNI_031_S_4194_MR_MPRAGE_br_raw_20120228153111434_4_S141972_I286944.nii.gz,T1,T1,16.18;83.82
ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20081015134211722_1_S57455_I121024.nii.gz,PD,PD,74.21;25.79
ADNI_021_S_0753_MR_Axial_PD_T2_FSE__br_raw_20070913144053312_9_S39233_I72989.nii.gz,PD,PD,94.14;5.86
ADNI_031_S_4029_MR_MPRAGE_br_raw_20130426123811672_130_S188073_I368904.nii.gz,T1,T1,13.55;86.45
ADNI_067_S_2304_MR_MPRAGE_br_raw_20130314110223664_123_S184444_I363249.nii.gz,T1,T1,5.64;94.36
ADNI_011_S_0856_MR_MPRAGE_br_raw_20060919123059643_1_S19031_I24603.nii.gz,T1,T1,10.16;89.84
ADNI_036_S_4715_MR_MPRAGE_br_raw_20121127152230455_170_S175532_I348035.nii.gz,T1,T1,7.65;92.35
ADNI_019_S_4680_MR_MPRAGE_br_raw_20121030145218294_65_S172697_I343144.nii.gz,T1,T1,10.87;89.13
ADNI_067_S_2304_MR_MPRAGE_br_raw_20110524104409504_162_S109716_I236800.nii.gz,T1,T1,5.48;94.52
ADNI_130_S_0449_MR_Axial_PD_T2_FSE__br_raw_20080206092826173_7_S45346_I89443.nii.gz,PD,PD,74.44;25.55
ADNI_116_S_2270_MR_MPRAGE_br_raw_20110125143757064_32_S98152_I214100.nii.gz,T1,T1,5.00;95.00
ADNI_041_S_4271_MR_MPRAGE_br_raw_20120426145658630_93_S148400_I300650.nii.gz,T1,T1,5.66;94.34
ADNI_002_S_1155_MR_Axial_PD_T2_FSE__br_raw_20080821235500628_1_S55662_I116610.nii.gz,PD,PD,78.43;21.57
ADNI_072_S_4941_MR_MPRAGE_br_raw_20150506163341734_148_S257854_I489889.nii.gz,T1,T1,3.23;96.77
ADNI_099_S_4480_MR_MPRAGE_br_raw_20130226081034287_158_S183108_I361248.nii.gz,T1,T1,6.51;93.49
ADNI_072_S_2116_MR_MPRAGE_br_raw_20101027115226149_78_S93781_I199331.nii.gz,T1,T1,3.81;96.19
ADNI_128_S_4571_MR_MPRAGE_br_raw_20120627124413929_97_S155738_I313111.nii.gz,T1,T1,4.08;95.92
ADNI_051_S_1072_MR_MPRAGE_br_raw_20100205105213277_98_S79788_I165842.nii.gz,T1,T1,11.53;88.47
ADNI_130_S_0449_MR_Axial_PD_T2_FSE__br_raw_20060601171830905_1_S15122_I16350.nii.gz,PD,PD,70.87;29.13
ADNI_052_S_0989_MR_Axial_PD_T2_FSE__br_raw_20081222152731500_19_S61080_I132117.nii.gz,PD,PD,77.45;22.55
ADNI_023_S_4502_MR_MPRAGE_br_raw_20120625163142249_45_S155376_I312471.nii.gz,T1,T1,5.81;94.19
ADNI_041_S_4874_MR_MPRAGE_br_raw_20120802153254219_33_S159369_I321230.nii.gz,T1,T1,5.48;94.52
ADNI_073_S_4216_MR_MPRAGE_br_raw_20110831151449689_165_S120793_I253741.nii.gz,T1,T1,4.16;95.84
ADNI_136_S_0429_MR_Axial_PD_T2_FSE__br_raw_20060615104705751_103_S15533_I17003.nii.gz,PD,PD,74.04;25.96
ADNI_002_S_2010_MR_MPRAGE_br_raw_20100625000702005_12_S88111_I180310.nii.gz,T1,T1,14.32;85.68
ADNI_018_S_2133_MR_MPRAGE_br_raw_20120124152407639_20_S138311_I280329.nii.gz,T1,T1,12.97;87.03
ADNI_037_S_4706_MR_MPRAGE_br_raw_20120802132206433_15_S159312_I321148.nii.gz,T1,T1,4.52;95.48
ADNI_094_S_1397_MR_Axial__STRAIGHT__PD_T2_FSE_br_raw_20070427161704522_1_S31010_I51787.nii.gz,PD,PD,66.50;33.50
ADNI_073_S_0445_MR_MPRAGE_br_raw_20060620104230908_98_S15683_I17227.nii.gz,T1,T1,11.86;88.14
ADNI_035_S_4114_MR_MPRAGE_br_raw_20150827144457854_125_S270234_I507147.nii.gz,T1,T1,5.52;94.48
ADNI_053_S_0507_MR_MPRAGE_br_raw_20061211202323634_86_S23808_I32606.nii.gz,T1,T1,8.18;91.82
ADNI_053_S_0621_MR_Axial_PD_T2_FSE__br_raw_20070109132800956_1_S24856_I35610.nii.gz,PD,PD,71.59;28.41
ADNI_031_S_4590_MR_MPRAGE_br_raw_20120316145852808_106_S144046_I290642.nii.gz,T1,T1,19.17;80.83
ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20101014132152347_73_S93322_I196476.nii.gz,PD,PD,73.22;26.78
ADNI_002_S_1155_MR_Axial_PD_T2_FSE__br_raw_20070621144102363_77_S33919_I57546.nii.gz,PD,PD,74.65;25.35
ADNI_032_S_0147_MR____________MPRAGE__br_raw_20060927180822202_1_S19427_I25239.nii.gz,T1,T1,6.87;93.13
ADNI_014_S_4039_MR_MPRAGE_br_raw_20110915211509403_74_S122237_I256321.nii.gz,T1,T1,4.06;95.94
ADNI_067_S_4310_MR_MPRAGE_br_raw_20120201131904361_88_S139237_I282026.nii.gz,T1,T1,4.25;95.75
ADNI_137_S_0443_MR_Axial_PD_T2_FSE__br_raw_20090813113056083_103_S72310_I152998.nii.gz,PD,PD,94.88;5.12
ADNI_067_S_4212_MR_MPRAGE_br_raw_20110906150423095_88_S121298_I254860.nii.gz,T1,T1,5.33;94.67
ADNI_073_S_4216_MR_MPRAGE_br_raw_20120306164112377_60_S142938_I288536.nii.gz,T1,T1,4.01;95.99
ADNI_037_S_4706_MR_MPRAGE_br_raw_20120510114704184_32_S149834_I302741.nii.gz,T1,T1,4.13;95.87
